"cokey","mukey","lkey","key.join","coiid","liid","muiid","dmuiid","comppct","state"
19730527,2536130,15159,"mo009_cedargap_0_3_gasconade-gatewood-rock outcrop complex, 15 to 50 percent slopes_2qpy9_0",2726757,15159,2523533,453410,3,"MO"
19730528,2536130,15159,"mo009_gasconade_1_60_gasconade-gatewood-rock outcrop complex, 15 to 50 percent slopes_2qpy9_0",1188550,15159,2523533,453410,60,"MO"
19730529,2536130,15159,"mo009_rock outcrop_1_15_gasconade-gatewood-rock outcrop complex, 15 to 50 percent slopes_2qpy9_0",1188552,15159,2523533,453410,15,"MO"
19730530,2536130,15159,"mo009_arkana_0_2_gasconade-gatewood-rock outcrop complex, 15 to 50 percent slopes_2qpy9_0",2726758,15159,2523533,453410,2,"MO"
19730704,2536157,15159,"mo009_poynor_0_5_nixa-clarksville complex, 3 to 20 percent slopes_2qpyh_0",2727260,15159,2523539,454118,5,"MO"
19730705,2536157,15159,"mo009_tonti_0_5_nixa-clarksville complex, 3 to 20 percent slopes_2qpyh_0",2727259,15159,2523539,454118,5,"MO"
19730706,2536157,15159,"mo009_clarksville_1_35_nixa-clarksville complex, 3 to 20 percent slopes_2qpyh_0",1190886,15159,2523539,454118,35,"MO"
19730707,2536157,15159,"mo009_nixa_1_55_nixa-clarksville complex, 3 to 20 percent slopes_2qpyh_0",1190885,15159,2523539,454118,55,"MO"
19730649,2536263,15159,"mo009_lecoma_1_90_lecoma loam, 3 to 8 percent slopes_2qpz8_0",1195542,15159,2523563,455401,90,"MO"
19730650,2536263,15159,"mo009_lily_0_2_lecoma loam, 3 to 8 percent slopes_2qpz8_0",2727354,15159,2523563,455401,2,"MO"
19730651,2536263,15159,"mo009_yelton_0_5_lecoma loam, 3 to 8 percent slopes_2qpz8_0",2727353,15159,2523563,455401,5,"MO"
19730652,2536263,15159,"mo009_razort_0_3_lecoma loam, 3 to 8 percent slopes_2qpz8_0",2727352,15159,2523563,455401,3,"MO"
19730675,2536276,15159,"mo009_noark_0_5_waben very gravelly silt loam, 3 to 8 percent slopes_2qpzb_0",2727392,15159,2523565,453970,5,"MO"
19730676,2536276,15159,"mo009_waben_1_90_waben very gravelly silt loam, 3 to 8 percent slopes_2qpzb_0",1190476,15159,2523565,453970,90,"MO"
19730677,2536276,15159,"mo009_britwater_0_5_waben very gravelly silt loam, 3 to 8 percent slopes_2qpzb_0",2727393,15159,2523565,453970,5,"MO"
19730489,2536339,15159,"mo009_moniteau_1_90_moniteau silt loam, 1 to 3 percent slopes, rarely flooded_2qpzt_0",2136047,15159,2523580,644786,90,"MO"
19730490,2536339,15159,"mo009_gabriel_0_3_moniteau silt loam, 1 to 3 percent slopes, rarely flooded_2qpzt_0",2727129,15159,2523580,644786,3,"MO"
19730492,2536339,15159,"mo009_lowassie_0_2_moniteau silt loam, 1 to 3 percent slopes, rarely flooded_2qpzt_0",2136048,15159,2523580,644786,2,"MO"
19730493,2536339,15159,"mo009_bearthicket_0_2_moniteau silt loam, 1 to 3 percent slopes, rarely flooded_2qpzt_0",2727130,15159,2523580,644786,2,"MO"
19730624,2536424,15159,"mo009_dapue_1_85_dapue silt loam, 0 to 2 percent slopes, occasionally flooded_2qq01_0",1188239,15159,2523587,453257,85,"MO"
19730625,2536424,15159,"mo009_moniteau_0_2_dapue silt loam, 0 to 2 percent slopes, occasionally flooded_2qq01_0",1452312,15159,2523587,453257,2,"MO"
19730626,2536424,15159,"mo009_bearthicket_0_5_dapue silt loam, 0 to 2 percent slopes, occasionally flooded_2qq01_0",2726221,15159,2523587,453257,5,"MO"
19730627,2536424,15159,"mo009_cedargap_0_8_dapue silt loam, 0 to 2 percent slopes, occasionally flooded_2qq01_0",2726219,15159,2523587,453257,8,"MO"
19730608,2536586,15159,"mo009_moniteau_0_5_horsecreek-jamesfin soils, 0 to 2 percent slopes, occasionally flooded_2qq0p_0",1452314,15159,2523607,453976,5,"MO"
19730609,2536586,15159,"mo009_bearthicket_0_5_horsecreek-jamesfin soils, 0 to 2 percent slopes, occasionally flooded_2qq0p_0",2727405,15159,2523607,453976,5,"MO"
19730610,2536586,15159,"mo009_horsecreek_1_60_horsecreek-jamesfin soils, 0 to 2 percent slopes, occasionally flooded_2qq0p_0",1190509,15159,2523607,453976,60,"MO"
19730611,2536586,15159,"mo009_jamesfin_1_30_horsecreek-jamesfin soils, 0 to 2 percent slopes, occasionally flooded_2qq0p_0",1190510,15159,2523607,453976,30,"MO"
19730612,2536589,15159,"mo009_secesh_0_9_pinerun silt loam, 0 to 2 percent slopes, occasionally flooded_2qq0q_0",2723809,15159,2523608,453977,9,"MO"
19730613,2536589,15159,"mo009_pinerun_1_81_pinerun silt loam, 0 to 2 percent slopes, occasionally flooded_2qq0q_0",1190519,15159,2523608,453977,81,"MO"
19730614,2536589,15159,"mo009_relfe_0_8_pinerun silt loam, 0 to 2 percent slopes, occasionally flooded_2qq0q_0",2723817,15159,2523608,453977,8,"MO"
19730615,2536589,15159,"mo009_farewell_0_2_pinerun silt loam, 0 to 2 percent slopes, occasionally flooded_2qq0q_0",1452284,15159,2523608,453977,2,"MO"
19730524,2536592,15159,"mo009_farewell_0_4_cedargap-woolly complex, 2 to 5 percent slopes, occasionally flooded_2qq0r_0",2723777,15159,2523609,453980,4,"MO"
19730525,2536592,15159,"mo009_woolly_1_37_cedargap-woolly complex, 2 to 5 percent slopes, occasionally flooded_2qq0r_0",1190529,15159,2523609,453980,37,"MO"
19730523,2536592,15159,"mo009_cedargap_1_59_cedargap-woolly complex, 2 to 5 percent slopes, occasionally flooded_2qq0r_0",1190527,15159,2523609,453980,59,"MO"
19730537,2536597,15159,"mo009_relfe_0_4_pinerun-waben complex, 2 to 5 percent slopes_2qq0t_0",2723824,15159,2523611,852102,4,"MO"
19730538,2536597,15159,"mo009_pinerun_1_61_pinerun-waben complex, 2 to 5 percent slopes_2qq0t_0",2699783,15159,2523611,852102,61,"MO"
19730539,2536597,15159,"mo009_waben_1_31_pinerun-waben complex, 2 to 5 percent slopes_2qq0t_0",2699782,15159,2523611,852102,31,"MO"
19730540,2536597,15159,"mo009_secesh_0_4_pinerun-waben complex, 2 to 5 percent slopes_2qq0t_0",2723816,15159,2523611,852102,4,"MO"
19730559,2537514,15159,"mo009_tanglenook_0_5_batcave-farewell complex, 0 to 2 percent slopes, frequently flooded_2qq1b_0",1452295,15159,2523627,455396,5,"MO"
19730560,2537514,15159,"mo009_cedargap_0_5_batcave-farewell complex, 0 to 2 percent slopes, frequently flooded_2qq1b_0",2723798,15159,2523627,455396,5,"MO"
19730561,2537514,15159,"mo009_batcave_1_45_batcave-farewell complex, 0 to 2 percent slopes, frequently flooded_2qq1b_0",1195519,15159,2523627,455396,45,"MO"
19730562,2537514,15159,"mo009_racket_0_5_batcave-farewell complex, 0 to 2 percent slopes, frequently flooded_2qq1b_0",2723799,15159,2523627,455396,5,"MO"
19730563,2537514,15159,"mo009_farewell_1_40_batcave-farewell complex, 0 to 2 percent slopes, frequently flooded_2qq1b_0",1195520,15159,2523627,455396,40,"MO"
19730685,2673033,15159,"mo009_baylock_0_5_secesh silt loam, 1 to 3 percent slopes, rarely flooded_2vxwd_0",2383926,15159,2649365,750877,5,"MO"
19730686,2673033,15159,"mo009_tilk_0_10_secesh silt loam, 1 to 3 percent slopes, rarely flooded_2vxwd_0",2393627,15159,2649365,750877,10,"MO"
19730687,2673033,15159,"mo009_secesh_1_85_secesh silt loam, 1 to 3 percent slopes, rarely flooded_2vxwd_0",2383787,15159,2649365,750877,85,"MO"
19730512,2534867,15159,"mo009_yelton_1_90_yelton silt loam, 3 to 8 percent slopes_2vxwq_0",2375059,15159,2649375,745896,90,"MO"
19730513,2534867,15159,"mo009_coulstone_0_5_yelton silt loam, 3 to 8 percent slopes_2vxwq_0",2383829,15159,2649375,745896,5,"MO"
19730514,2534867,15159,"mo009_clarksville_0_5_yelton silt loam, 3 to 8 percent slopes_2vxwq_0",2383830,15159,2649375,745896,5,"MO"
19731675,2497739,15161,"mo017_forestdale_0_3_amagon silt loam, 0 to 1 percent slopes, frequently ponded_2pqqk_ponded",1449875,15161,2494494,463983,3,"MO"
19731676,2497739,15161,"mo017_amagon_1_85_amagon silt loam, 0 to 1 percent slopes, frequently ponded_2pqqk_0",1260140,15161,2494494,463983,85,"MO"
19731605,2497777,15161,"mo017_malden_1_85_malden loamy fine sand, 0 to 3 percent slopes_2pqqm_0",1211089,15161,2494496,458294,85,"MO"
19731606,2497777,15161,"mo017_lilbourn_0_3_malden loamy fine sand, 0 to 3 percent slopes_2pqqm_0",1449877,15161,2494496,458294,3,"MO"
19731779,2497780,15161,"mo017_tuckerman_0_3_bosket fine sandy loam, 1 to 5 percent slopes_2pqqn_0",1449878,15161,2494497,453957,3,"MO"
19731780,2497780,15161,"mo017_bosket_1_90_bosket fine sandy loam, 1 to 5 percent slopes_2pqqn_0",1190424,15161,2494497,453957,90,"MO"
19731518,2497788,15161,"mo017_amagon_1_90_amagon silt loam, 0 to 1 percent slopes_2pqqq_0",1260254,15161,2494499,464007,90,"MO"
19731519,2497788,15161,"mo017_calhoun_0_5_amagon silt loam, 0 to 1 percent slopes_2pqqq_0",1449881,15161,2494499,464007,5,"MO"
19731520,2497788,15161,"mo017_forestdale_0_5_amagon silt loam, 0 to 1 percent slopes_2pqqq_0",1449880,15161,2494499,464007,5,"MO"
19731619,2689832,15161,"mo017_forestdale_0_3_amagon silt loam, 0 to 1 percent slopes, rarely flooded_2pqqs_0",1449885,15161,2494501,452966,3,"MO"
19731620,2689832,15161,"mo017_amagon_1_85_amagon silt loam, 0 to 1 percent slopes, rarely flooded_2pqqs_0",1347531,15161,2494501,452966,85,"MO"
19731664,2502462,15161,"mo017_tonti_0_5_captina silt loam, 3 to 8 percent slopes, eroded_2q23v_0",2726858,15161,2504485,463697,5,"MO"
19731665,2502462,15161,"mo017_captina_1_85_captina silt loam, 3 to 8 percent slopes, eroded_2q23v_0",1258339,15161,2504485,463697,85,"MO"
19731666,2502462,15161,"mo017_clarksville_0_5_captina silt loam, 3 to 8 percent slopes, eroded_2q23v_0",2726860,15161,2504485,463697,5,"MO"
19731667,2502462,15161,"mo017_scholten_0_5_captina silt loam, 3 to 8 percent slopes, eroded_2q23v_0",2726859,15161,2504485,463697,5,"MO"
19731784,2502891,15161,"mo017_haymond_0_5_elsah silt loam, 0 to 3 percent slopes, occasionally flooded_2q29r_0",2727345,15161,2504668,464004,5,"MO"
19731785,2502891,15161,"mo017_elsah_1_90_elsah silt loam, 0 to 3 percent slopes, occasionally flooded_2q29r_0",1260244,15161,2504668,464004,90,"MO"
19731786,2502891,15161,"mo017_relfe_0_5_elsah silt loam, 0 to 3 percent slopes, occasionally flooded_2q29r_0",2727346,15161,2504668,464004,5,"MO"
19731793,2533667,15161,"mo017_moniteau_0_3_wakeland silt loam, 0 to 2 percent slopes, frequently flooded_2qp90_0",1449754,15161,2522904,453357,3,"MO"
19731794,2533667,15161,"mo017_wakeland_1_85_wakeland silt loam, 0 to 2 percent slopes, frequently flooded_2qp90_0",1188466,15161,2522904,453357,85,"MO"
19731649,2533673,15161,"mo017_haymond_1_90_haymond silt loam, 0 to 3 percent slopes, occasionally flooded_2qp91_0",1206475,15161,2522905,457440,90,"MO"
19731466,2534749,15161,"mo017_wrengart_1_90_wrengart silt loam, 2 to 5 percent slopes_2qphb_0",1185358,15161,2523100,452845,90,"MO"
19731690,2534753,15161,"mo017_wrengart_1_90_wrengart silt loam, 5 to 9 percent slopes_2qphc_0",1184826,15161,2523101,452805,90,"MO"
19731701,2501592,15161,"mo017_alred_1_50_alred-rueter complex, 15 to 35 percent slopes, very stony_2vxq7_0",2247429,15161,2649205,692865,50,"MO"
19731702,2501592,15161,"mo017_rueter_1_35_alred-rueter complex, 15 to 35 percent slopes, very stony_2vxq7_0",2247428,15161,2649205,692865,35,"MO"
19731703,2501592,15161,"mo017_taterhill_0_3_alred-rueter complex, 15 to 35 percent slopes, very stony_2vxq7_0",2370589,15161,2649205,692865,3,"MO"
19731704,2501592,15161,"mo017_gepp_0_4_alred-rueter complex, 15 to 35 percent slopes, very stony_2vxq7_0",2370586,15161,2649205,692865,4,"MO"
19731705,2501592,15161,"mo017_goss_0_5_alred-rueter complex, 15 to 35 percent slopes, very stony_2vxq7_0",2370587,15161,2649205,692865,5,"MO"
19731706,2501592,15161,"mo017_coulstone_0_3_alred-rueter complex, 15 to 35 percent slopes, very stony_2vxq7_0",2370588,15161,2649205,692865,3,"MO"
19731718,2501608,15161,"mo017_taterhill_0_5_poynor-clarksville-scholten complex, 8 to 15 percent slopes, stony_2vxq8_0",2370593,15161,2649206,745724,5,"MO"
19731719,2501608,15161,"mo017_poynor_1_35_poynor-clarksville-scholten complex, 8 to 15 percent slopes, stony_2vxq8_0",2370286,15161,2649206,745724,35,"MO"
19731720,2501608,15161,"mo017_scholten_1_15_poynor-clarksville-scholten complex, 8 to 15 percent slopes, stony_2vxq8_0",2370287,15161,2649206,745724,15,"MO"
19731721,2501608,15161,"mo017_clarksville_1_32_poynor-clarksville-scholten complex, 8 to 15 percent slopes, stony_2vxq8_0",2370288,15161,2649206,745724,32,"MO"
19731722,2501608,15161,"mo017_goss_0_5_poynor-clarksville-scholten complex, 8 to 15 percent slopes, stony_2vxq8_0",2370592,15161,2649206,745724,5,"MO"
19731723,2501608,15161,"mo017_gepp_0_4_poynor-clarksville-scholten complex, 8 to 15 percent slopes, stony_2vxq8_0",2370591,15161,2649206,745724,4,"MO"
19731724,2501608,15161,"mo017_firebaugh_0_4_poynor-clarksville-scholten complex, 8 to 15 percent slopes, stony_2vxq8_0",2370590,15161,2649206,745724,4,"MO"
19731725,2501618,15161,"mo017_clarksville_1_50_clarksville-scholten complex, 15 to 45 percent slopes, very stony_2vxq9_0",2370292,15161,2649207,745726,50,"MO"
19731726,2501618,15161,"mo017_gepp_0_5_clarksville-scholten complex, 15 to 45 percent slopes, very stony_2vxq9_0",2370595,15161,2649207,745726,5,"MO"
19731727,2501618,15161,"mo017_poynor_0_5_clarksville-scholten complex, 15 to 45 percent slopes, very stony_2vxq9_0",2370596,15161,2649207,745726,5,"MO"
19731728,2501618,15161,"mo017_taterhill_0_5_clarksville-scholten complex, 15 to 45 percent slopes, very stony_2vxq9_0",2370594,15161,2649207,745726,5,"MO"
19731729,2501618,15161,"mo017_tilk_0_5_clarksville-scholten complex, 15 to 45 percent slopes, very stony_2vxq9_0",2370597,15161,2649207,745726,5,"MO"
19731730,2501618,15161,"mo017_scholten_1_30_clarksville-scholten complex, 15 to 45 percent slopes, very stony_2vxq9_0",2370291,15161,2649207,745726,30,"MO"
19731588,2501630,15161,"mo017_clarksville_0_3_firebaugh silt, 3 to 8 percent slopes_2vxqb_0",2370599,15161,2649208,745800,3,"MO"
19731589,2501630,15161,"mo017_firebaugh_1_90_firebaugh silt, 3 to 8 percent slopes_2vxqb_0",2370421,15161,2649208,745800,90,"MO"
19731590,2501630,15161,"mo017_gepp_0_4_firebaugh silt, 3 to 8 percent slopes_2vxqb_0",2370598,15161,2649208,745800,4,"MO"
19731591,2501630,15161,"mo017_scholten_0_3_firebaugh silt, 3 to 8 percent slopes_2vxqb_0",2370600,15161,2649208,745800,3,"MO"
19731661,2501635,15161,"mo017_clarksville_0_5_firebaugh silt loam, 8 to 15 percent slopes_2vxqc_0",2370601,15161,2649209,745814,5,"MO"
19731662,2501635,15161,"mo017_gepp_0_5_firebaugh silt loam, 8 to 15 percent slopes_2vxqc_0",2370602,15161,2649209,745814,5,"MO"
19731663,2501635,15161,"mo017_firebaugh_1_90_firebaugh silt loam, 8 to 15 percent slopes_2vxqc_0",2370446,15161,2649209,745814,90,"MO"
19731592,2501650,15161,"mo017_rock outcrop_0_0_crider silt loam, 3 to 8 percent slopes, moderately eroded_2vxqg_0",2370609,15161,2649212,745801,0,"MO"
19731593,2501650,15161,"mo017_fourche_0_5_crider silt loam, 3 to 8 percent slopes, moderately eroded_2vxqg_0",2370611,15161,2649212,745801,5,"MO"
19731594,2501650,15161,"mo017_crider_1_90_crider silt loam, 3 to 8 percent slopes, moderately eroded_2vxqg_0",2370422,15161,2649212,745801,90,"MO"
19731595,2501650,15161,"mo017_caneyville_0_5_crider silt loam, 3 to 8 percent slopes, moderately eroded_2vxqg_0",2370610,15161,2649212,745801,5,"MO"
19731596,2501655,15161,"mo017_cornwall_0_5_marquand silt loam, 3 to 8 percent slopes_2vxqh_0",2370613,15161,2649213,745802,5,"MO"
19731597,2501655,15161,"mo017_marquand_1_90_marquand silt loam, 3 to 8 percent slopes_2vxqh_0",2370423,15161,2649213,745802,90,"MO"
19731598,2501655,15161,"mo017_higdon_0_2_marquand silt loam, 3 to 8 percent slopes_2vxqh_0",2370614,15161,2649213,745802,2,"MO"
19731599,2501655,15161,"mo017_aslinger_0_2_marquand silt loam, 3 to 8 percent slopes_2vxqh_0",2375047,15161,2649213,745802,2,"MO"
19731600,2501655,15161,"mo017_bearthicket_0_1_marquand silt loam, 3 to 8 percent slopes_2vxqh_0",2370612,15161,2649213,745802,1,"MO"
19731499,2501675,15161,"mo017_bucklick_1_35_caneyville-bucklick complex, 8 to 15 percent slopes, rocky_2vxqm_0",2370426,15161,2649217,745804,35,"MO"
19731500,2501675,15161,"mo017_caneyville_1_50_caneyville-bucklick complex, 8 to 15 percent slopes, rocky_2vxqm_0",2370427,15161,2649217,745804,50,"MO"
19731501,2501675,15161,"mo017_rock outcrop_0_2_caneyville-bucklick complex, 8 to 15 percent slopes, rocky_2vxqm_0",2370428,15161,2649217,745804,2,"MO"
19731502,2501675,15161,"mo017_crider_0_5_caneyville-bucklick complex, 8 to 15 percent slopes, rocky_2vxqm_0",2370623,15161,2649217,745804,5,"MO"
19731503,2501675,15161,"mo017_gepp_0_3_caneyville-bucklick complex, 8 to 15 percent slopes, rocky_2vxqm_0",2370625,15161,2649217,745804,3,"MO"
19731504,2501675,15161,"mo017_gasconade_0_5_caneyville-bucklick complex, 8 to 15 percent slopes, rocky_2vxqm_0",2370624,15161,2649217,745804,5,"MO"
19731657,2501678,15161,"mo017_gasconade_1_30_caneyville-gasconade-bucklick complex, 15 to 25 percent slopes, rocky_2vxqn_0",2370432,15161,2649218,745805,30,"MO"
19731658,2501678,15161,"mo017_caneyville_1_43_caneyville-gasconade-bucklick complex, 15 to 25 percent slopes, rocky_2vxqn_0",2370430,15161,2649218,745805,43,"MO"
19731659,2501678,15161,"mo017_rock outcrop_0_2_caneyville-gasconade-bucklick complex, 15 to 25 percent slopes, rocky_2vxqn_0",2370431,15161,2649218,745805,2,"MO"
19731660,2501678,15161,"mo017_bucklick_1_25_caneyville-gasconade-bucklick complex, 15 to 25 percent slopes, rocky_2vxqn_0",2370429,15161,2649218,745805,25,"MO"
19731468,2501689,15161,"mo017_gepp_1_20_alred-gepp complex, 8 to 15 percent slopes, stony_2vxqs_0",2370305,15161,2649222,745736,20,"MO"
19731469,2501689,15161,"mo017_rueter_0_5_alred-gepp complex, 8 to 15 percent slopes, stony_2vxqs_0",2375046,15161,2649222,745736,5,"MO"
19731470,2501689,15161,"mo017_bender_0_8_alred-gepp complex, 8 to 15 percent slopes, stony_2vxqs_0",2375012,15161,2649222,745736,8,"MO"
19731471,2501689,15161,"mo017_goss_0_7_alred-gepp complex, 8 to 15 percent slopes, stony_2vxqs_0",2374942,15161,2649222,745736,7,"MO"
19731472,2501689,15161,"mo017_gasconade_0_5_alred-gepp complex, 8 to 15 percent slopes, stony_2vxqs_0",2374941,15161,2649222,745736,5,"MO"
19731473,2501689,15161,"mo017_alred_1_55_alred-gepp complex, 8 to 15 percent slopes, stony_2vxqs_0",2370306,15161,2649222,745736,55,"MO"
19731505,2502196,15161,"mo017_captina_1_75_captina-scholten complex, 3 to 8 percent slopes_2vxr8_0",2370433,15161,2649237,745806,75,"MO"
19731506,2502196,15161,"mo017_scholten_1_15_captina-scholten complex, 3 to 8 percent slopes_2vxr8_0",2370434,15161,2649237,745806,15,"MO"
19731507,2502196,15161,"mo017_tonti_0_10_captina-scholten complex, 3 to 8 percent slopes_2vxr8_0",2383848,15161,2649237,745806,10,"MO"
19731766,2502208,15161,"mo017_yelton_1_65_yelton-scholten complex, 8 to 15 percent slopes_2vxr9_0",2370436,15161,2649238,745808,65,"MO"
19731767,2502208,15161,"mo017_scholten_1_20_yelton-scholten complex, 8 to 15 percent slopes_2vxr9_0",2370437,15161,2649238,745808,20,"MO"
19731768,2502208,15161,"mo017_poynor_0_5_yelton-scholten complex, 8 to 15 percent slopes_2vxr9_0",2375014,15161,2649238,745808,5,"MO"
19731769,2502208,15161,"mo017_marquand_0_5_yelton-scholten complex, 8 to 15 percent slopes_2vxr9_0",2375015,15161,2649238,745808,5,"MO"
19731770,2502208,15161,"mo017_clarksville_0_5_yelton-scholten complex, 8 to 15 percent slopes_2vxr9_0",2375013,15161,2649238,745808,5,"MO"
19731550,2502245,15161,"mo017_gasconade_1_35_brussels-gasconade-rock outcrop complex, 35 to 90 percent slopes, very bouldery_2vxrb_0",2370356,15161,2649239,745766,35,"MO"
19731551,2502245,15161,"mo017_rock outcrop_1_15_brussels-gasconade-rock outcrop complex, 35 to 90 percent slopes, very bouldery_2vxrb_0",2370358,15161,2649239,745766,15,"MO"
19731552,2502245,15161,"mo017_brussels_1_45_brussels-gasconade-rock outcrop complex, 35 to 90 percent slopes, very bouldery_2vxrb_0",2370357,15161,2649239,745766,45,"MO"
19731553,2502245,15161,"mo017_gatewood_0_5_brussels-gasconade-rock outcrop complex, 35 to 90 percent slopes, very bouldery_2vxrb_0",2383850,15161,2649239,745766,5,"MO"
19731771,2502250,15161,"mo017_rueter_0_3_wrengart silt loam, 9 to 14 percent slopes, moderately eroded_2vxrc_0",2393682,15161,2649240,745809,3,"MO"
19731772,2502250,15161,"mo017_wrengart_1_90_wrengart silt loam, 9 to 14 percent slopes, moderately eroded_2vxrc_0",2370438,15161,2649240,745809,90,"MO"
19731773,2502250,15161,"mo017_hildebrecht_0_5_wrengart silt loam, 9 to 14 percent slopes, moderately eroded_2vxrc_0",2383851,15161,2649240,745809,5,"MO"
19731774,2502250,15161,"mo017_alred_0_2_wrengart silt loam, 9 to 14 percent slopes, moderately eroded_2vxrc_0",2383852,15161,2649240,745809,2,"MO"
19731542,2502260,15161,"mo017_hildebrecht_1_90_hildebrecht silt loam, 3 to 8 percent slopes_2vxrf_0",2247441,15161,2649242,692871,90,"MO"
19731543,2502260,15161,"mo017_wilderness_0_2_hildebrecht silt loam, 3 to 8 percent slopes_2vxrf_0",2375020,15161,2649242,692871,2,"MO"
19731544,2502260,15161,"mo017_rueter_0_3_hildebrecht silt loam, 3 to 8 percent slopes_2vxrf_0",2393683,15161,2649242,692871,3,"MO"
19731545,2502260,15161,"mo017_wrengart_0_5_hildebrecht silt loam, 3 to 8 percent slopes_2vxrf_0",2375049,15161,2649242,692871,5,"MO"
19731775,2502466,15161,"mo017_wrengart_0_5_hildebrecht silt loam, 3 to 8 percent slopes, moderately eroded_2vxsf_0",2476943,15161,2649273,745825,5,"MO"
19731776,2502466,15161,"mo017_rueter_0_3_hildebrecht silt loam, 3 to 8 percent slopes, moderately eroded_2vxsf_0",2476944,15161,2649273,745825,3,"MO"
19731777,2502466,15161,"mo017_hildebrecht_1_90_hildebrecht silt loam, 3 to 8 percent slopes, moderately eroded_2vxsf_0",2370463,15161,2649273,745825,90,"MO"
19731778,2502466,15161,"mo017_wilderness_0_2_hildebrecht silt loam, 3 to 8 percent slopes, moderately eroded_2vxsf_0",2476942,15161,2649273,745825,2,"MO"
19731712,2502689,15161,"mo017_baylock_0_5_deible silt loam, 1 to 3 percent slopes_2vxtw_0",2374943,15161,2649318,692913,5,"MO"
19731713,2502689,15161,"mo017_higdon_0_5_deible silt loam, 1 to 3 percent slopes_2vxtw_0",2374944,15161,2649318,692913,5,"MO"
19731714,2502689,15161,"mo017_deible_1_90_deible silt loam, 1 to 3 percent slopes_2vxtw_0",2247508,15161,2649318,692913,90,"MO"
19731734,2502698,15161,"mo017_cornwall_1_90_cornwall silt loam, 3 to 8 percent slopes_2vxtx_0",2370403,15161,2649319,745792,90,"MO"
19731735,2502698,15161,"mo017_clarksville_0_3_cornwall silt loam, 3 to 8 percent slopes_2vxtx_0",2374949,15161,2649319,745792,3,"MO"
19731736,2502698,15161,"mo017_aslinger_0_5_cornwall silt loam, 3 to 8 percent slopes_2vxtx_0",2374947,15161,2649319,745792,5,"MO"
19731737,2502698,15161,"mo017_waben_0_2_cornwall silt loam, 3 to 8 percent slopes_2vxtx_0",2374948,15161,2649319,745792,2,"MO"
19731601,2502704,15161,"mo017_aslinger_0_5_cornwall silt loam, 8 to 15 percent slopes_2vxty_0",2374951,15161,2649320,745818,5,"MO"
19731602,2502704,15161,"mo017_waben_0_2_cornwall silt loam, 8 to 15 percent slopes_2vxty_0",2374952,15161,2649320,745818,2,"MO"
19731603,2502704,15161,"mo017_cornwall_1_90_cornwall silt loam, 8 to 15 percent slopes_2vxty_0",2370453,15161,2649320,745818,90,"MO"
19731604,2502704,15161,"mo017_clarksville_0_3_cornwall silt loam, 8 to 15 percent slopes_2vxty_0",2374950,15161,2649320,745818,3,"MO"
19731625,2502707,15161,"mo017_aslinger_1_86_aslinger silt loam, 3 to 8 percent slopes_2vxtz_0",2370322,15161,2649321,745744,86,"MO"
19731626,2502707,15161,"mo017_clarksville_0_5_aslinger silt loam, 3 to 8 percent slopes_2vxtz_0",2393725,15161,2649321,745744,5,"MO"
19731627,2502707,15161,"mo017_cornwall_0_9_aslinger silt loam, 3 to 8 percent slopes_2vxtz_0",2374953,15161,2649321,745744,9,"MO"
19731738,2502714,15161,"mo017_clarksville_0_5_aslinger-waben complex, 3 to 15 percent slopes_2vxv0_0",2374954,15161,2649322,745793,5,"MO"
19731739,2502714,15161,"mo017_waben_1_20_aslinger-waben complex, 3 to 15 percent slopes_2vxv0_0",2370405,15161,2649322,745793,20,"MO"
19731740,2502714,15161,"mo017_aslinger_1_70_aslinger-waben complex, 3 to 15 percent slopes_2vxv0_0",2370404,15161,2649322,745793,70,"MO"
19731741,2502714,15161,"mo017_marquand_0_5_aslinger-waben complex, 3 to 15 percent slopes_2vxv0_0",2374955,15161,2649322,745793,5,"MO"
19731474,2502758,15161,"mo017_riverwash_0_3_relfe sandy loam, 0 to 3 percent slopes, occasionally flooded_2vxv6_0",2374961,15161,2649328,745745,3,"MO"
19731475,2502758,15161,"mo017_wideman_0_2_relfe sandy loam, 0 to 3 percent slopes, occasionally flooded_2vxv6_0",2374963,15161,2649328,745745,2,"MO"
19731476,2502758,15161,"mo017_relfe_1_90_relfe sandy loam, 0 to 3 percent slopes, occasionally flooded_2vxv6_0",2370323,15161,2649328,745745,90,"MO"
19731477,2502758,15161,"mo017_gladden_0_5_relfe sandy loam, 0 to 3 percent slopes, occasionally flooded_2vxv6_0",2374962,15161,2649328,745745,5,"MO"
19731478,2502770,15161,"mo017_bearthicket_0_2_tilk very gravelly coarse sandy loam, 0 to 3 percent slopes, rarely flooded_2vxv8_0",2393729,15161,2649330,745781,2,"MO"
19731479,2502770,15161,"mo017_tilk_1_85_tilk very gravelly coarse sandy loam, 0 to 3 percent slopes, rarely flooded_2vxv8_0",2370385,15161,2649330,745781,85,"MO"
19731480,2502770,15161,"mo017_secesh_0_8_tilk very gravelly coarse sandy loam, 0 to 3 percent slopes, rarely flooded_2vxv8_0",2374966,15161,2649330,745781,8,"MO"
19731481,2502770,15161,"mo017_gladden_0_5_tilk very gravelly coarse sandy loam, 0 to 3 percent slopes, rarely flooded_2vxv8_0",2374965,15161,2649330,745781,5,"MO"
19731554,2502782,15161,"mo017_relfe_0_5_gladden loam, 0 to 3 percent slopes, occasionally flooded_2vxv9_0",2374969,15161,2649331,745782,5,"MO"
