"cokey","mukey","lkey","key.join","coiid","liid","muiid","dmuiid","comppct","state"
19731555,2502782,15161,"mo017_secesh_0_5_gladden loam, 0 to 3 percent slopes, occasionally flooded_2vxv9_0",2374970,15161,2649331,745782,5,"MO"
19731556,2502782,15161,"mo017_wideman_0_2_gladden loam, 0 to 3 percent slopes, occasionally flooded_2vxv9_0",2374968,15161,2649331,745782,2,"MO"
19731557,2502782,15161,"mo017_jamesfin_0_3_gladden loam, 0 to 3 percent slopes, occasionally flooded_2vxv9_0",2375011,15161,2649331,745782,3,"MO"
19731558,2502782,15161,"mo017_gladden_1_85_gladden loam, 0 to 3 percent slopes, occasionally flooded_2vxv9_0",2370386,15161,2649331,745782,85,"MO"
19731559,2502790,15161,"mo017_gabriel_1_85_gabriel silt loam, 0 to 3 percent slopes, rarely flooded_2vxvb_0",2370387,15161,2649332,745783,85,"MO"
19731560,2502790,15161,"mo017_baylock_0_8_gabriel silt loam, 0 to 3 percent slopes, rarely flooded_2vxvb_0",2393675,15161,2649332,745783,8,"MO"
19731561,2502790,15161,"mo017_farewell_0_7_gabriel silt loam, 0 to 3 percent slopes, rarely flooded_2vxvb_0",2370388,15161,2649332,745783,7,"MO"
19731482,2502802,15161,"mo017_cornwall_1_30_tilk, occasionlly flooded-cornwall-poynor complex, 0 to 15 percent slopes_2vxvd_0",2370410,15161,2649334,745795,30,"MO"
19731483,2502802,15161,"mo017_tilk_1_35_tilk, occasionlly flooded-cornwall-poynor complex, 0 to 15 percent slopes_2vxvd_0",2370409,15161,2649334,745795,35,"MO"
19731484,2502802,15161,"mo017_poynor_1_15_tilk, occasionlly flooded-cornwall-poynor complex, 0 to 15 percent slopes_2vxvd_0",2370408,15161,2649334,745795,15,"MO"
19731485,2502802,15161,"mo017_secesh_0_10_tilk, occasionlly flooded-cornwall-poynor complex, 0 to 15 percent slopes_2vxvd_0",2383885,15161,2649334,745795,10,"MO"
19731486,2502802,15161,"mo017_gladden_0_10_tilk, occasionlly flooded-cornwall-poynor complex, 0 to 15 percent slopes_2vxvd_0",2383886,15161,2649334,745795,10,"MO"
19731628,2502808,15161,"mo017_wideman_0_10_tilk-secesh complex, 0 to 3 percent slopes, occasionlly flooded_2vxvf_0",2383884,15161,2649335,745796,10,"MO"
19731629,2502808,15161,"mo017_secesh_1_35_tilk-secesh complex, 0 to 3 percent slopes, occasionlly flooded_2vxvf_0",2370412,15161,2649335,745796,35,"MO"
19731630,2502808,15161,"mo017_gladden_0_10_tilk-secesh complex, 0 to 3 percent slopes, occasionlly flooded_2vxvf_0",2383882,15161,2649335,745796,10,"MO"
19731631,2502808,15161,"mo017_tilk_1_45_tilk-secesh complex, 0 to 3 percent slopes, occasionlly flooded_2vxvf_0",2370411,15161,2649335,745796,45,"MO"
19731562,2502817,15161,"mo017_relfe_0_5_wideman fine sandy loam, 0 to 3 percent slopes, occasionally flooded_2vxvg_0",2393730,15161,2649336,745784,5,"MO"
19731563,2502817,15161,"mo017_secesh_0_5_wideman fine sandy loam, 0 to 3 percent slopes, occasionally flooded_2vxvg_0",2393731,15161,2649336,745784,5,"MO"
19731564,2502817,15161,"mo017_wideman_1_90_wideman fine sandy loam, 0 to 3 percent slopes, occasionally flooded_2vxvg_0",2370390,15161,2649336,745784,90,"MO"
19731565,2502847,15161,"mo017_tilk_0_5_gladden silt loam, 0 to 3 percent slopes, occasionally flooded_2vxvn_0",2383912,15161,2649342,745785,5,"MO"
19731566,2502847,15161,"mo017_relfe_0_5_gladden silt loam, 0 to 3 percent slopes, occasionally flooded_2vxvn_0",2383913,15161,2649342,745785,5,"MO"
19731567,2502847,15161,"mo017_secesh_0_5_gladden silt loam, 0 to 3 percent slopes, occasionally flooded_2vxvn_0",2383911,15161,2649342,745785,5,"MO"
19731568,2502847,15161,"mo017_gladden_1_85_gladden silt loam, 0 to 3 percent slopes, occasionally flooded_2vxvn_0",2370391,15161,2649342,745785,85,"MO"
19731487,2487434,15161,"mo017_higdon_1_90_higdon silt loam, 1 to 3 percent slopes, occasionally flooded_2vxvy_0",2370505,15161,2649351,745854,90,"MO"
19731488,2487434,15161,"mo017_baylock_0_5_higdon silt loam, 1 to 3 percent slopes, occasionally flooded_2vxvy_0",2375028,15161,2649351,745854,5,"MO"
19731489,2487434,15161,"mo017_gabriel_0_5_higdon silt loam, 1 to 3 percent slopes, occasionally flooded_2vxvy_0",2370506,15161,2649351,745854,5,"MO"
19731691,2536438,15161,"mo017_secesh_0_8_bearthicket silt loam, 0 to 2 percent slopes, rarely flooded_2vxw1_0",2374959,15161,2649354,692862,8,"MO"
19731692,2536438,15161,"mo017_bearthicket_1_85_bearthicket silt loam, 0 to 2 percent slopes, rarely flooded_2vxw1_0",2247422,15161,2649354,692862,85,"MO"
19731693,2536438,15161,"mo017_gabriel_0_2_bearthicket silt loam, 0 to 2 percent slopes, rarely flooded_2vxw1_0",2247423,15161,2649354,692862,2,"MO"
19731694,2536438,15161,"mo017_marquand_0_5_bearthicket silt loam, 0 to 2 percent slopes, rarely flooded_2vxw1_0",2374960,15161,2649354,692862,5,"MO"
19731639,2689831,15161,"mo017_elsah_1_90_elsah silt loam, 1 to 3 percent slopes, occasionally flooded_2vxw2_0",2370571,15161,2649355,745880,90,"MO"
19731640,2689831,15161,"mo017_relfe_0_2_elsah silt loam, 1 to 3 percent slopes, occasionally flooded_2vxw2_0",2383919,15161,2649355,745880,2,"MO"
19731641,2689831,15161,"mo017_secesh_0_3_elsah silt loam, 1 to 3 percent slopes, occasionally flooded_2vxw2_0",2383917,15161,2649355,745880,3,"MO"
19731642,2689831,15161,"mo017_tilk_0_5_elsah silt loam, 1 to 3 percent slopes, occasionally flooded_2vxw2_0",2383918,15161,2649355,745880,5,"MO"
19731632,2689830,15161,"mo017_bearthicket_0_5_baylock silt loam, 0 to 3 percent slopes, occasionally flooded_2vxw6_0",2393662,15161,2649359,745853,5,"MO"
19731633,2689830,15161,"mo017_tilk_0_3_baylock silt loam, 0 to 3 percent slopes, occasionally flooded_2vxw6_0",2393663,15161,2649359,745853,3,"MO"
19731634,2689830,15161,"mo017_baylock_1_90_baylock silt loam, 0 to 3 percent slopes, occasionally flooded_2vxw6_0",2370504,15161,2649359,745853,90,"MO"
19731635,2689830,15161,"mo017_secesh_0_2_baylock silt loam, 0 to 3 percent slopes, occasionally flooded_2vxw6_0",2393664,15161,2649359,745853,2,"MO"
19731715,2571715,15161,"mo017_ogborn_1_90_ogborn silt loam, 1 to 5 percent slopes_2vxw7_0",2370285,15161,2649360,745723,90,"MO"
19731716,2571715,15161,"mo017_wrengart_0_5_ogborn silt loam, 1 to 5 percent slopes_2vxw7_0",2393723,15161,2649360,745723,5,"MO"
19731717,2571715,15161,"mo017_viburnum_0_5_ogborn silt loam, 1 to 5 percent slopes_2vxw7_0",2393724,15161,2649360,745723,5,"MO"
19731787,2503326,15161,"mo017_tilk_0_2_jamesfin silt loam, 1 to 3 percent slopes, occasionally flooded_2vxwc_0",2393680,15161,2649364,750874,2,"MO"
19731788,2503326,15161,"mo017_jamesfin_1_90_jamesfin silt loam, 1 to 3 percent slopes, occasionally flooded_2vxwc_0",2383778,15161,2649364,750874,90,"MO"
19731789,2503326,15161,"mo017_baylock_0_3_jamesfin silt loam, 1 to 3 percent slopes, occasionally flooded_2vxwc_0",2393679,15161,2649364,750874,3,"MO"
19731790,2503326,15161,"mo017_secesh_0_5_jamesfin silt loam, 1 to 3 percent slopes, occasionally flooded_2vxwc_0",2393681,15161,2649364,750874,5,"MO"
19731679,2503456,15161,"mo017_sandbur_1_35_relfe-sandbur complex, 1 to 3 percent slopes, frequently flooded_2vxwf_0",2383791,15161,2649366,750878,35,"MO"
19731680,2503456,15161,"mo017_relfe_1_45_relfe-sandbur complex, 1 to 3 percent slopes, frequently flooded_2vxwf_0",2383790,15161,2649366,750878,45,"MO"
19731681,2503456,15161,"mo017_secesh_0_8_relfe-sandbur complex, 1 to 3 percent slopes, frequently flooded_2vxwf_0",2383923,15161,2649366,750878,8,"MO"
19731682,2503456,15161,"mo017_tilk_0_8_relfe-sandbur complex, 1 to 3 percent slopes, frequently flooded_2vxwf_0",2383924,15161,2649366,750878,8,"MO"
19731683,2503456,15161,"mo017_farewell_0_4_relfe-sandbur complex, 1 to 3 percent slopes, frequently flooded_2vxwf_0",2383792,15161,2649366,750878,4,"MO"
19731643,2535009,15161,"mo017_scholten_0_9_coulstone-bender complex, 15 to 50 percent slopes, very stony_2vxwt_0",2383845,15161,2649378,745937,9,"MO"
19731644,2535009,15161,"mo017_coulstone_1_45_coulstone-bender complex, 15 to 50 percent slopes, very stony_2vxwt_0",2375114,15161,2649378,745937,45,"MO"
19731645,2535009,15161,"mo017_taterhill_0_9_coulstone-bender complex, 15 to 50 percent slopes, very stony_2vxwt_0",2383847,15161,2649378,745937,9,"MO"
19731646,2535009,15161,"mo017_bender_1_33_coulstone-bender complex, 15 to 50 percent slopes, very stony_2vxwt_0",2375113,15161,2649378,745937,33,"MO"
19731647,2535009,15161,"mo017_clarksville_0_4_coulstone-bender complex, 15 to 50 percent slopes, very stony_2vxwt_0",2393745,15161,2649378,745937,4,"MO"
19731750,2536321,15161,"mo017_higdon_1_80_higdon silt loam, 0 to 2 percent slopes, rarely flooded_2vxwv_0",2375121,15161,2649379,745941,80,"MO"
19731751,2536321,15161,"mo017_secesh_0_5_higdon silt loam, 0 to 2 percent slopes, rarely flooded_2vxwv_0",2393726,15161,2649379,745941,5,"MO"
19731752,2536321,15161,"mo017_deible_0_5_higdon silt loam, 0 to 2 percent slopes, rarely flooded_2vxwv_0",2375122,15161,2649379,745941,5,"MO"
19731753,2536321,15161,"mo017_baylock_0_10_higdon silt loam, 0 to 2 percent slopes, rarely flooded_2vxwv_0",2393677,15161,2649379,745941,10,"MO"
19731508,2501193,15161,"mo017_irondale_0_8_hassler-syenite complex, 8 to 25 percent slopes, rocky, bouldery_2vxph_0",2374991,15161,2649182,745820,8,"MO"
19731509,2501193,15161,"mo017_killarney_0_6_hassler-syenite complex, 8 to 25 percent slopes, rocky, bouldery_2vxph_0",2374989,15161,2649182,745820,6,"MO"
19731510,2501193,15161,"mo017_taumsauk_0_5_hassler-syenite complex, 8 to 25 percent slopes, rocky, bouldery_2vxph_0",2374990,15161,2649182,745820,5,"MO"
19731511,2501193,15161,"mo017_roselle_0_3_hassler-syenite complex, 8 to 25 percent slopes, rocky, bouldery_2vxph_0",2393742,15161,2649182,745820,3,"MO"
19731512,2501193,15161,"mo017_syenite_1_33_hassler-syenite complex, 8 to 25 percent slopes, rocky, bouldery_2vxph_0",2370456,15161,2649182,745820,33,"MO"
19731513,2501193,15161,"mo017_hassler_1_43_hassler-syenite complex, 8 to 25 percent slopes, rocky, bouldery_2vxph_0",2370458,15161,2649182,745820,43,"MO"
19731514,2501193,15161,"mo017_rock outcrop_0_2_hassler-syenite complex, 8 to 25 percent slopes, rocky, bouldery_2vxph_0",2370457,15161,2649182,745820,2,"MO"
19731537,2501208,15161,"mo017_roselle_0_4_hassler silt loam, 3 to 15 percent slopes, stony_2vxpl_0",2700460,15161,2649185,852278,4,"MO"
19731538,2501208,15161,"mo017_syenite_0_3_hassler silt loam, 3 to 15 percent slopes, stony_2vxpl_0",2700458,15161,2649185,852278,3,"MO"
19731539,2501208,15161,"mo017_rock outcrop_0_0_hassler silt loam, 3 to 15 percent slopes, stony_2vxpl_0",2700457,15161,2649185,852278,0,"MO"
19731540,2501208,15161,"mo017_hassler_1_90_hassler silt loam, 3 to 15 percent slopes, stony_2vxpl_0",2700461,15161,2649185,852278,90,"MO"
19731541,2501208,15161,"mo017_killarney_0_3_hassler silt loam, 3 to 15 percent slopes, stony_2vxpl_0",2700459,15161,2649185,852278,3,"MO"
19731731,711974,15161,"mo017_captina_1_85_captina silt loam, 8 to 15 percent slopes, moderately eroded_2t7fc_0",2370321,15161,2598958,745743,85,"MO"
19731732,711974,15161,"mo017_scholten_0_5_captina silt loam, 8 to 15 percent slopes, moderately eroded_2t7fc_0",2476997,15161,2598958,745743,5,"MO"
19731733,711974,15161,"mo017_tonti_0_10_captina silt loam, 8 to 15 percent slopes, moderately eroded_2t7fc_0",2476998,15161,2598958,745743,10,"MO"
19731799,2689833,15161,"mo017_bosket_1_85_bosket fine sandy loam, 1 to 5 percent slopes, rarely flooded_z0hy_0",1187775,15161,894224,453088,85,"MO"
19731800,2689833,15161,"mo017_tuckerman_0_3_bosket fine sandy loam, 1 to 5 percent slopes, rarely flooded_z0hy_occasionally flooded",1449888,15161,894224,453088,3,"MO"
19731801,2689833,15161,"mo017_amagon_0_3_bosket fine sandy loam, 1 to 5 percent slopes, rarely flooded_z0hy_0",1449886,15161,894224,453088,3,"MO"
19731526,2689834,15161,"mo017_alligator_0_10_forestdale silty clay loam, 0 to 1 percent slopes, rarely flooded_z1hn_rarely flooded",1449928,15161,895176,453259,10,"MO"
19731527,2689834,15161,"mo017_forestdale_1_90_forestdale silty clay loam, 0 to 1 percent slopes, rarely flooded_z1hn_0",1188248,15161,895176,453259,90,"MO"
19731684,2499109,15161,"mo017_crowley_0_3_calhoun silt loam, 0 to 1 percent slopes_2pzy3_0",1449956,15161,2502385,452960,3,"MO"
19731685,2499109,15161,"mo017_foley_0_3_calhoun silt loam, 0 to 1 percent slopes_2pzy3_0",1449955,15161,2502385,452960,3,"MO"
19731686,2499109,15161,"mo017_forestdale_0_3_calhoun silt loam, 0 to 1 percent slopes_2pzy3_0",1449958,15161,2502385,452960,3,"MO"
19731687,2499109,15161,"mo017_calhoun_1_85_calhoun silt loam, 0 to 1 percent slopes_2pzy3_0",1187431,15161,2502385,452960,85,"MO"
19731781,2499113,15161,"mo017_calhoun_0_10_oaklimeter silt loam, 0 to 1 percent slopes_2pzy4_0",1449968,15161,2502386,463985,10,"MO"
19731782,2499113,15161,"mo017_oaklimeter_1_85_oaklimeter silt loam, 0 to 1 percent slopes_2pzy4_0",1260151,15161,2502386,463985,85,"MO"
19731783,2499113,15161,"mo017_amagon_0_5_oaklimeter silt loam, 0 to 1 percent slopes_2pzy4_0",1449967,15161,2502386,463985,5,"MO"
19731532,2500779,15161,"mo017_foley_0_5_calhoun silt loam, 0 to 1 percent slopes, occasionally flooded_2pzyc_0",1449979,15161,2502393,452316,5,"MO"
19731533,2500779,15161,"mo017_calhoun_1_85_calhoun silt loam, 0 to 1 percent slopes, occasionally flooded_2pzyc_0",1181517,15161,2502393,452316,85,"MO"
19731534,2500779,15161,"mo017_forestdale_0_10_calhoun silt loam, 0 to 1 percent slopes, occasionally flooded_2pzyc_0",1449977,15161,2502393,452316,10,"MO"
19731461,2500787,15161,"mo017_falaya_1_85_falaya silt loam, 0 to 1 percent slopes, occasionally flooded_2pzyd_0",1183082,15161,2502394,452502,85,"MO"
19731462,2500787,15161,"mo017_amagon_0_3_falaya silt loam, 0 to 1 percent slopes, occasionally flooded_2pzyd_0",1449983,15161,2502394,452502,3,"MO"
19731463,2500787,15161,"mo017_calhoun_0_3_falaya silt loam, 0 to 1 percent slopes, occasionally flooded_2pzyd_0",1449984,15161,2502394,452502,3,"MO"
19731464,2500787,15161,"mo017_zachary_0_3_falaya silt loam, 0 to 1 percent slopes, occasionally flooded_2pzyd_occasionally flooded",1449986,15161,2502394,452502,3,"MO"
19731528,2500791,15161,"mo017_amagon_1_85_amagon silt loam, 0 to 1 percent slopes, occasionally flooded_2pzyf_0",1181098,15161,2502395,452273,85,"MO"
19731529,2500791,15161,"mo017_calhoun_0_3_amagon silt loam, 0 to 1 percent slopes, occasionally flooded_2pzyf_0",1449993,15161,2502395,452273,3,"MO"
19731530,2500791,15161,"mo017_kobel_0_3_amagon silt loam, 0 to 1 percent slopes, occasionally flooded_2pzyf_occasionally flooded",1449992,15161,2502395,452273,3,"MO"
19731531,2500791,15161,"mo017_amagon_0_3_amagon silt loam, 0 to 1 percent slopes, occasionally flooded_2pzyf_ponded",1449990,15161,2502395,452273,3,"MO"
19731622,2500795,15161,"mo017_forestdale_1_90_forestdale silty clay loam, 0 to 1 percent slopes, occasionally flooded_2pzyg_0",1183099,15161,2502396,452508,90,"MO"
19731623,2500795,15161,"mo017_amagon_0_10_forestdale silty clay loam, 0 to 1 percent slopes, occasionally flooded_2pzyg_occasionally flooded",1449994,15161,2502396,452508,10,"MO"
19731490,2536418,15161,"mo017_gladden_0_5_kaintuck loam, 0 to 3 percent slopes, frequently flooded_2w255_0",2393667,15161,2653481,745922,5,"MO"
19731491,2536418,15161,"mo017_relfe_0_5_kaintuck loam, 0 to 3 percent slopes, frequently flooded_2w255_0",2393665,15161,2653481,745922,5,"MO"
19731492,2536418,15161,"mo017_riverwash_0_5_kaintuck loam, 0 to 3 percent slopes, frequently flooded_2w255_0",2393666,15161,2653481,745922,5,"MO"
19731493,2536418,15161,"mo017_kaintuck_1_85_kaintuck loam, 0 to 3 percent slopes, frequently flooded_2w255_0",2375093,15161,2653481,745922,85,"MO"
19731746,2536541,15161,"mo017_jamesfin_1_90_jamesfin silt loam, 0 to 3 percent slopes, occasionally flooded_2w256_0",2375054,15161,2653482,745893,90,"MO"
19731747,2536541,15161,"mo017_tilk_0_3_jamesfin silt loam, 0 to 3 percent slopes, occasionally flooded_2w256_0",2393672,15161,2653482,745893,3,"MO"
19731748,2536541,15161,"mo017_baylock_0_5_jamesfin silt loam, 0 to 3 percent slopes, occasionally flooded_2w256_0",2393671,15161,2653482,745893,5,"MO"
19731749,2536541,15161,"mo017_secesh_0_2_jamesfin silt loam, 0 to 3 percent slopes, occasionally flooded_2w256_0",2393673,15161,2653482,745893,2,"MO"
19731494,2537473,15161,"mo017_riverwash_0_5_relfe-sandbur complex, 0 to 2 percent slopes, frequently flooded_2w259_0",2393629,15161,2653485,745938,5,"MO"
19731495,2537473,15161,"mo017_sandbur_1_40_relfe-sandbur complex, 0 to 2 percent slopes, frequently flooded_2w259_0",2375116,15161,2653485,745938,40,"MO"
19731496,2537473,15161,"mo017_relfe_1_50_relfe-sandbur complex, 0 to 2 percent slopes, frequently flooded_2w259_0",2375115,15161,2653485,745938,50,"MO"
19731497,2537473,15161,"mo017_farewell_0_5_relfe-sandbur complex, 0 to 2 percent slopes, frequently flooded_2w259_0",2375117,15161,2653485,745938,5,"MO"
19731795,2571710,15161,"mo017_aqualfs_0_4_overcup silt loam, 0 to 1 percent slopes_2wn6v_0",2388872,15161,2670831,770425,4,"MO"
19731796,2571710,15161,"mo017_foley_0_5_overcup silt loam, 0 to 1 percent slopes_2wn6v_0",2388874,15161,2670831,770425,5,"MO"
19731797,2571710,15161,"mo017_overcup_1_85_overcup silt loam, 0 to 1 percent slopes_2wn6v_0",2388867,15161,2670831,770425,85,"MO"
19731798,2571710,15161,"mo017_amagon_0_6_overcup silt loam, 0 to 1 percent slopes_2wn6v_0",2388873,15161,2670831,770425,6,"MO"
19731615,2497734,15161,"mo017_dubbs_1_91_dubbs silt loam, 0 to 1 percent slopes_2wn6x_0",2388813,15161,2670833,770383,91,"MO"
19731616,2497734,15161,"mo017_aquents_0_4_dubbs silt loam, 0 to 1 percent slopes_2wn6x_0",2388815,15161,2670833,770383,4,"MO"
19731617,2497734,15161,"mo017_amagon_0_5_dubbs silt loam, 0 to 1 percent slopes_2wn6x_0",2388814,15161,2670833,770383,5,"MO"
19731688,2689837,15161,"mo017_aquents_1_40_levees-borrow pits complex, 0 to 25 percent slopes_2q0qr_0",1725524,15161,2503149,530581,40,"MO"
19731689,2689837,15161,"mo017_arents_1_60_levees-borrow pits complex, 0 to 25 percent slopes_2q0qr_0",1725525,15161,2503149,530581,60,"MO"
19731707,2501581,15161,"mo017_minnith_1_85_minnith silt loam, 15 to 30 percent slopes_2q0r1_0",2247507,15161,2503158,692912,85,"MO"
19731708,2501581,15161,"mo017_ramsey_0_5_minnith silt loam, 15 to 30 percent slopes_2q0r1_0",2628968,15161,2503158,692912,5,"MO"
19731709,2501581,15161,"mo017_rock outcrop_0_0_minnith silt loam, 15 to 30 percent slopes_2q0r1_0",2628969,15161,2503158,692912,0,"MO"
19731710,2501581,15161,"mo017_holstein_0_5_minnith silt loam, 15 to 30 percent slopes_2q0r1_0",2628967,15161,2503158,692912,5,"MO"
19731711,2501581,15161,"mo017_pevely_0_5_minnith silt loam, 15 to 30 percent slopes_2q0r1_0",2628966,15161,2503158,692912,5,"MO"
19731668,2502192,15161,"mo017_alred_1_55_alred-wrengart complex, 15 to 35 percent slopes, rocky, very stony_2q1q9_0",1260095,15161,2504096,463974,55,"MO"
19731669,2502192,15161,"mo017_wrengart_1_20_alred-wrengart complex, 15 to 35 percent slopes, rocky, very stony_2q1q9_0",1260090,15161,2504096,463974,20,"MO"
19731670,2502192,15161,"mo017_wilderness_0_5_alred-wrengart complex, 15 to 35 percent slopes, rocky, very stony_2q1q9_0",2702077,15161,2504096,463974,5,"MO"
19731671,2502192,15161,"mo017_rueter_0_10_alred-wrengart complex, 15 to 35 percent slopes, rocky, very stony_2q1q9_0",2702076,15161,2504096,463974,10,"MO"
19731672,2502192,15161,"mo017_viraton_0_5_alred-wrengart complex, 15 to 35 percent slopes, rocky, very stony_2q1q9_0",2702078,15161,2504096,463974,5,"MO"
19731673,2502192,15161,"mo017_rock outcrop_0_1_alred-wrengart complex, 15 to 35 percent slopes, rocky, very stony_2q1q9_0",1260091,15161,2504096,463974,1,"MO"
19731674,2502192,15161,"mo017_gepp_0_4_alred-wrengart complex, 15 to 35 percent slopes, rocky, very stony_2q1q9_0",2702075,15161,2504096,463974,4,"MO"
19731607,2502202,15161,"mo017_hildebrecht_1_85_hildebrecht silt loam, 8 to 15 percent slopes, eroded_2q1qc_0",1260111,15161,2504098,463977,85,"MO"
19731608,2502202,15161,"mo017_rueter_0_3_hildebrecht silt loam, 8 to 15 percent slopes, eroded_2q1qc_0",2629077,15161,2504098,463977,3,"MO"
19731609,2502202,15161,"mo017_viraton_0_5_hildebrecht silt loam, 8 to 15 percent slopes, eroded_2q1qc_0",2629078,15161,2504098,463977,5,"MO"
19731610,2502202,15161,"mo017_wrengart_0_5_hildebrecht silt loam, 8 to 15 percent slopes, eroded_2q1qc_0",2629076,15161,2504098,463977,5,"MO"
